CustomerID,Industry,CompanySize,Region,SubscriptionPlan,SalesDate,RenewalStatus,SalesAmount
1148,Manufacturing,50-199,North America,Annual,04/04/2022,Active,3616
1149,Finance,1-49,South America,Annual,04/28/2023,Active,12474
1150,Manufacturing,1-49,Europe,Monthly,06/02/2022,Active,7395
1151,Manufacturing,200-499,North America,Annual,01/03/2023,Active,11051
1152,Education,1000+,Europe,Annual,07/16/2023,Active,14009
1153,Finance,1-49,Europe,Monthly,04/14/2022,Active,6304
1154,Finance,1000+,Africa,Annual,08/17/2022,Active,19444
1155,Technology,500-999,Europe,Annual,06/28/2023,Active,2959
1156,Finance,500-999,Asia,Annual,11/30/2022,Active,18857
1157,Healthcare,200-499,Asia,Annual,05/10/2022,Active,4058
1158,Manufacturing,500-999,Africa,Annual,09/10/2023,Active,17936
1159,Finance,50-199,North America,Monthly,08/08/2023,Active,3791
1160,Manufacturing,1-49,Europe,Annual,05/10/2023,Active,3732
1161,Manufacturing,50-199,Asia,Annual,07/14/2022,Active,11982
1162,Technology,500-999,North America,Annual,06/05/2023,Active,16686
1163,Education,1-49,Asia,Monthly,01/28/2022,Active,16110
1164,Technology,50-199,South America,Annual,09/07/2022,Active,1989
1165,Manufacturing,200-499,South America,Monthly,10/29/2022,Active,11598
1166,Manufacturing,500-999,Europe,Monthly,05/12/2023,Active,11309
1167,Finance,1-49,South America,Annual,11/09/2023,Active,7242
1168,Finance,200-499,Europe,Annual,01/10/2023,Active,3741
1169,Manufacturing,200-499,Europe,Annual,09/03/2022,Active,16172
1170,Manufacturing,50-199,Asia,Monthly,10/14/2023,Active,10244
1171,Finance,200-499,Europe,Monthly,06/09/2023,Active,4777
1172,Technology,200-499,Asia,Annual,07/22/2023,Active,11662
1173,Technology,50-199,North America,Annual,06/27/2022,Active,5649
1174,Education,200-499,Europe,Annual,05/02/2022,Active,10695
1175,Manufacturing,50-199,South America,Monthly,01/30/2023,Active,12956
1176,Manufacturing,50-199,North America,Annual,11/21/2023,Active,11286
1177,Finance,500-999,North America,Monthly,07/14/2022,Active,2520
1178,Education,500-999,Asia,Monthly,10/14/2023,Active,19260
1179,Healthcare,1-49,Europe,Monthly,04/06/2023,Active,6614
1180,Manufacturing,500-999,North America,Monthly,11/28/2022,Active,3770
1181,Education,200-499,North America,Annual,10/27/2023,Active,17841
1182,Manufacturing,200-499,North America,Annual,07/25/2022,Active,14961
1183,Healthcare,1000+,Europe,Monthly,06/30/2022,Active,11859
1184,Healthcare,200-499,Europe,Annual,08/31/2022,Active,3933
1185,Manufacturing,50-199,Asia,Monthly,12/12/2023,Active,813
1186,Education,500-999,Asia,Monthly,03/05/2022,Active,8329
1187,Technology,1000+,Europe,Monthly,01/21/2023,Active,9585
1188,Education,1-49,South America,Annual,08/30/2022,Active,16169
1189,Technology,50-199,Europe,Annual,02/11/2022,Active,19951
1190,Finance,500-999,Africa,Annual,10/20/2023,Active,9724
1191,Manufacturing,50-199,Europe,Annual,05/05/2022,Active,1469
1192,Finance,1000+,Africa,Annual,12/12/2023,Active,9097
1193,Education,1000+,Africa,Annual,03/17/2022,Active,8624
1194,Finance,1000+,Europe,Monthly,07/15/2022,Active,11093
1195,Education,1-49,Asia,Annual,06/01/2023,Active,15525
1196,Finance,500-999,Africa,Monthly,10/01/2022,Active,19866
1197,Education,1-49,North America,Monthly,08/31/2022,Active,8289
1198,Technology,1000+,Africa,Monthly,07/17/2023,Active,1430
1199,Technology,1000+,Asia,Annual,08/29/2023,Active,1591
1200,Finance,50-199,Africa,Monthly,06/20/2023,Active,9030
1201,Healthcare,1000+,North America,Annual,01/30/2022,Active,3753
1202,Education,1-49,Africa,Monthly,01/06/2023,Active,14866
1203,Technology,50-199,Europe,Annual,06/08/2023,Active,3179
1204,Education,50-199,North America,Annual,01/16/2023,Active,17985
1205,Finance,200-499,North America,Annual,10/10/2023,Active,18319
1206,Manufacturing,1-49,Asia,Monthly,02/10/2023,Active,10176
1207,Technology,50-199,South America,Monthly,12/26/2022,Active,13591
1208,Healthcare,200-499,South America,Annual,12/13/2022,Active,9441
1209,Manufacturing,1000+,Africa,Annual,03/14/2022,Active,5329
1210,Education,200-499,Asia,Monthly,06/25/2022,Active,7176
1211,Manufacturing,50-199,North America,Annual,12/29/2022,Active,4994
1212,Education,1000+,South America,Monthly,04/08/2023,Active,7729
1213,Finance,200-499,Africa,Monthly,08/24/2022,Active,13283
1214,Technology,1-49,South America,Monthly,08/26/2023,Active,9793
1215,Technology,1-49,South America,Monthly,09/19/2022,Active,7432
1216,Education,1000+,Africa,Annual,04/13/2022,Active,15411
1217,Manufacturing,1-49,South America,Monthly,03/13/2023,Active,17469
1218,Technology,1000+,Europe,Monthly,06/22/2022,Active,17735
1219,Technology,1-49,Asia,Monthly,06/16/2022,Active,7567
1220,Finance,1000+,South America,Annual,10/30/2023,Active,19413
1221,Technology,1000+,North America,Monthly,12/04/2022,Active,5269
1222,Technology,50-199,North America,Annual,06/06/2022,Active,1915
1223,Finance,500-999,Europe,Monthly,07/12/2022,Active,18280
1224,Healthcare,1-49,North America,Monthly,09/02/2022,Active,19301
1225,Healthcare,1-49,Asia,Monthly,08/24/2022,Active,7019
1226,Manufacturing,200-499,Asia,Monthly,08/18/2022,Active,4249
1227,Technology,1000+,Europe,Monthly,07/01/2023,Active,12726
1228,Technology,50-199,South America,Annual,10/30/2023,Active,19128
1229,Manufacturing,500-999,Europe,Monthly,09/01/2023,Active,19680
1230,Manufacturing,1-49,North America,Annual,09/23/2022,Active,15858
1231,Finance,200-499,Europe,Monthly,02/05/2022,Active,4055
1232,Technology,500-999,North America,Monthly,03/01/2022,Active,11764
1233,Finance,500-999,Europe,Annual,08/24/2022,Active,1789
1234,Healthcare,50-199,North America,Annual,06/25/2023,Active,12645
1235,Finance,500-999,Asia,Monthly,02/21/2022,Active,7417
1236,Manufacturing,500-999,Africa,Annual,11/30/2023,Active,7919
1237,Education,1000+,North America,Annual,02/04/2022,Active,13598
1238,Healthcare,1-49,Africa,Annual,05/15/2022,Active,16535
1239,Manufacturing,1000+,Europe,Annual,07/05/2023,Active,3490
1240,Manufacturing,1000+,Europe,Monthly,11/24/2023,Active,17100
1241,Education,200-499,Asia,Monthly,04/20/2023,Active,3633
1242,Healthcare,50-199,North America,Monthly,04/02/2023,Active,9763
1243,Technology,200-499,Asia,Annual,09/11/2023,Active,597
1244,Manufacturing,1-49,Europe,Annual,12/04/2023,Active,5592
1245,Finance,1000+,South America,Monthly,11/05/2023,Active,19265
1246,Finance,1-49,Europe,Monthly,03/15/2023,Active,15277
1247,Technology,50-199,South America,Monthly,01/27/2023,Active,6151
1248,Healthcare,1000+,South America,Monthly,09/06/2023,Active,1683
1249,Technology,50-199,North America,Monthly,09/04/2023,Active,1882
1250,Education,1-49,North America,Monthly,02/27/2022,Active,5932
1251,Technology,1000+,Asia,Monthly,06/02/2023,Active,4992
1252,Education,50-199,Africa,Monthly,07/26/2023,Active,4627
1253,Manufacturing,500-999,North America,Annual,09/20/2023,Active,9919
1254,Technology,50-199,Africa,Monthly,10/16/2022,Active,15076
1255,Manufacturing,1-49,Asia,Monthly,09/10/2022,Active,7403
1256,Finance,500-999,Europe,Monthly,09/17/2023,Active,3471
1257,Healthcare,500-999,Asia,Monthly,05/23/2023,Active,9105
1258,Manufacturing,200-499,Asia,Monthly,03/08/2023,Active,2273
1259,Finance,50-199,Africa,Annual,03/01/2023,Active,17470
1260,Technology,1-49,North America,Monthly,05/30/2022,Active,7138
1261,Manufacturing,200-499,Europe,Monthly,09/18/2022,Active,16263
1262,Education,500-999,North America,Monthly,09/08/2023,Active,1076
1263,Finance,50-199,North America,Monthly,03/19/2023,Active,6157
1264,Technology,500-999,Europe,Annual,12/13/2022,Active,5202
1265,Finance,1-49,North America,Monthly,02/19/2023,Active,3849
1266,Healthcare,50-199,South America,Monthly,11/27/2023,Active,15887
1267,Healthcare,500-999,North America,Monthly,12/22/2023,Active,5248
1268,Manufacturing,200-499,Asia,Annual,10/20/2022,Active,1200
1269,Manufacturing,500-999,North America,Annual,02/01/2022,Active,3657
1270,Education,50-199,North America,Annual,06/12/2022,Active,10472
1271,Manufacturing,500-999,South America,Monthly,10/01/2022,Active,17497
1272,Technology,50-199,North America,Monthly,07/24/2023,Active,2340
1273,Manufacturing,1-49,Europe,Monthly,09/18/2022,Active,19507
1274,Finance,500-999,Asia,Monthly,08/24/2022,Active,9523
1275,Finance,200-499,Asia,Monthly,05/22/2023,Active,9119
1276,Manufacturing,1-49,Africa,Annual,06/28/2022,Active,19156
1277,Technology,50-199,Africa,Monthly,04/10/2023,Active,16486
1278,Technology,50-199,Europe,Monthly,01/28/2022,Active,11588
1279,Education,1-49,North America,Monthly,09/01/2023,Active,15131
1280,Finance,200-499,Asia,Monthly,08/22/2023,Active,11466
1281,Manufacturing,1-49,Africa,Monthly,02/22/2022,Active,14600
1282,Education,200-499,Europe,Monthly,06/06/2023,Active,6743
1283,Finance,1-49,Africa,Annual,01/14/2022,Active,15639
1284,Healthcare,1000+,Africa,Monthly,04/05/2023,Active,11218
1285,Finance,1000+,North America,Annual,05/07/2022,Active,11685
1286,Technology,500-999,North America,Monthly,10/15/2023,Active,8535
1287,Education,1000+,Europe,Annual,01/28/2022,Active,12177
1288,Education,1-49,Asia,Annual,07/31/2022,Active,8777
1289,Technology,500-999,North America,Monthly,09/11/2023,Active,9450
1290,Manufacturing,1000+,Asia,Monthly,03/03/2022,Active,10606
1291,Healthcare,1-49,Africa,Monthly,08/25/2022,Active,1350
1292,Technology,50-199,Asia,Annual,04/29/2022,Active,2433
1293,Technology,50-199,South America,Annual,09/08/2022,Active,15772
1294,Healthcare,1-49,Africa,Annual,11/01/2023,Active,18649
1295,Manufacturing,500-999,Asia,Monthly,05/06/2023,Active,17248
1296,Education,200-499,Asia,Annual,03/21/2022,Active,18142
1297,Healthcare,1-49,Europe,Monthly,02/11/2022,Active,5232
1298,Technology,500-999,North America,Annual,09/27/2023,Active,19305
1299,Education,1000+,Africa,Annual,12/04/2023,Active,16732
1300,Education,200-499,Africa,Monthly,07/04/2023,Active,14919
1301,Technology,50-199,South America,Monthly,11/22/2023,Active,15415
1302,Technology,50-199,Europe,Annual,06/20/2022,Active,1242
1303,Finance,200-499,North America,Monthly,11/01/2022,Active,7673
1304,Healthcare,1000+,Asia,Monthly,04/01/2023,Active,1723
1305,Healthcare,1000+,Asia,Monthly,05/31/2023,Active,14549
1306,Finance,1000+,Africa,Monthly,09/28/2023,Active,9446
1307,Finance,1000+,North America,Annual,03/05/2023,Active,6693
1308,Technology,500-999,South America,Monthly,09/10/2022,Active,6409
1309,Manufacturing,50-199,Africa,Annual,06/19/2022,Active,19180
1310,Technology,50-199,South America,Monthly,06/20/2022,Active,14440
1311,Manufacturing,50-199,Africa,Monthly,02/24/2023,Active,17647
1312,Healthcare,1000+,Africa,Annual,08/27/2023,Active,3523
1313,Finance,200-499,South America,Annual,11/07/2022,Active,3381
1314,Education,50-199,Africa,Monthly,12/14/2022,Active,7819
1315,Manufacturing,1000+,Asia,Annual,07/31/2022,Active,5512
1316,Manufacturing,50-199,Europe,Annual,01/12/2022,Active,10747
1317,Education,500-999,Europe,Monthly,04/23/2022,Active,18026
1318,Finance,1-49,Africa,Monthly,12/13/2023,Active,14885
1319,Healthcare,1000+,Asia,Annual,09/27/2022,Active,3822
1320,Manufacturing,50-199,Europe,Annual,09/16/2023,Active,15612
1321,Manufacturing,50-199,Asia,Annual,07/11/2023,Active,3857
1322,Finance,1000+,North America,Monthly,07/22/2023,Active,17257
1323,Technology,500-999,Europe,Annual,11/14/2022,Active,16390
1324,Healthcare,50-199,Asia,Monthly,04/08/2023,Active,3686
1325,Technology,50-199,Europe,Annual,08/06/2023,Active,5216
1326,Education,200-499,Asia,Annual,04/30/2023,Active,18617
1327,Finance,1-49,North America,Annual,09/02/2023,Active,13277
1328,Finance,50-199,South America,Monthly,03/17/2022,Active,11202
1329,Healthcare,1-49,Africa,Annual,06/09/2022,Active,14271
1330,Education,1000+,Europe,Annual,08/09/2023,Active,4898
1331,Manufacturing,1-49,Africa,Annual,05/08/2022,Active,14986
1332,Manufacturing,1-49,Europe,Annual,08/31/2023,Active,2168
1333,Education,200-499,Africa,Annual,02/07/2022,Active,8683
1334,Finance,500-999,Europe,Annual,02/07/2023,Active,17679
1335,Healthcare,200-499,South America,Annual,09/16/2022,Active,10662
1336,Finance,50-199,Asia,Annual,08/20/2023,Active,807
1337,Healthcare,1000+,Africa,Monthly,12/05/2022,Active,8683
1338,Manufacturing,50-199,Africa,Annual,09/09/2022,Active,7446
1339,Technology,1-49,Asia,Annual,08/18/2022,Active,4911
1340,Healthcare,1000+,South America,Annual,03/15/2022,Active,2128
1341,Education,1000+,Europe,Monthly,01/22/2022,Active,5925
1342,Finance,200-499,Asia,Annual,06/16/2023,Active,13904
1343,Manufacturing,1-49,South America,Annual,08/05/2023,Active,18487
1344,Finance,1000+,Asia,Annual,12/06/2023,Active,9838
1345,Education,500-999,Asia,Annual,07/30/2022,Active,7398
1346,Education,500-999,Asia,Annual,08/30/2022,Active,1084
1347,Education,50-199,Africa,Monthly,05/15/2022,Active,12003
1348,Manufacturing,1000+,Africa,Annual,08/18/2023,Active,12817
1349,Manufacturing,1-49,Asia,Annual,10/02/2022,Active,1131
1350,Manufacturing,200-499,North America,Annual,06/14/2022,Active,2567
1351,Healthcare,200-499,Africa,Annual,11/25/2022,Active,8100
1352,Finance,1000+,Asia,Annual,12/28/2022,Active,1308
1353,Healthcare,500-999,Asia,Annual,04/08/2023,Active,4725
1354,Education,1-49,Asia,Monthly,10/23/2022,Active,4521
1355,Finance,1-49,Africa,Annual,06/13/2023,Active,16298
1356,Manufacturing,1000+,South America,Annual,01/09/2022,Active,4588
1357,Manufacturing,1000+,Europe,Monthly,03/27/2023,Active,14800
1358,Manufacturing,500-999,South America,Annual,12/06/2022,Active,1860
1359,Finance,200-499,Europe,Monthly,10/23/2022,Active,13300
1360,Healthcare,1000+,North America,Monthly,03/31/2023,Active,17362
1361,Finance,1-49,South America,Monthly,11/27/2023,Active,4262
1362,Education,1000+,North America,Annual,09/18/2022,Active,18899
1363,Healthcare,1000+,Asia,Monthly,10/04/2022,Active,3133
1364,Education,500-999,Asia,Monthly,06/13/2022,Active,5725
1365,Healthcare,50-199,Europe,Annual,04/16/2023,Active,10117
1366,Manufacturing,50-199,South America,Monthly,06/08/2023,Active,5884
1367,Manufacturing,200-499,Africa,Annual,06/24/2023,Active,18976
1368,Technology,200-499,Europe,Monthly,07/06/2023,Active,7334
1369,Manufacturing,1-49,Africa,Annual,12/10/2023,Active,16950
1370,Education,50-199,South America,Annual,10/21/2022,Active,1861
1371,Education,200-499,South America,Monthly,05/17/2023,Active,2196
1372,Finance,200-499,North America,Monthly,06/25/2022,Active,18472
1373,Manufacturing,500-999,South America,Monthly,05/21/2022,Active,7063
1374,Manufacturing,1-49,Africa,Monthly,02/28/2022,Active,18278
1375,Finance,50-199,Europe,Annual,01/05/2023,Active,16587
1376,Finance,1-49,South America,Annual,04/29/2023,Active,13097
1377,Education,1-49,North America,Annual,10/29/2023,Active,10682
1378,Technology,1-49,South America,Annual,09/18/2023,Active,11580
1379,Healthcare,1000+,Africa,Annual,02/05/2023,Active,1895
1380,Education,1000+,South America,Annual,08/06/2022,Active,13234
1381,Education,200-499,Europe,Annual,09/01/2023,Active,6179
1382,Education,1000+,Europe,Annual,10/16/2023,Active,15455
1383,Technology,500-999,Africa,Monthly,12/16/2022,Active,1156
1384,Healthcare,1-49,Africa,Annual,04/14/2023,Active,6681
1385,Healthcare,50-199,Africa,Monthly,08/12/2023,Active,7283
1386,Education,1-49,South America,Monthly,04/26/2023,Active,11267
1387,Manufacturing,500-999,Africa,Monthly,05/27/2023,Active,8695
1388,Education,50-199,Africa,Annual,03/09/2022,Active,13337
1389,Technology,1-49,North America,Annual,01/22/2022,Active,3988
1390,Education,50-199,Europe,Monthly,01/15/2023,Active,14601
1391,Technology,500-999,North America,Monthly,10/16/2023,Active,1939
1392,Healthcare,1000+,Europe,Monthly,12/21/2022,Active,8357
1393,Education,500-999,South America,Monthly,08/04/2022,Active,3903
1394,Education,200-499,Europe,Annual,07/15/2023,Active,18790
1395,Technology,50-199,North America,Monthly,09/18/2022,Active,5554
1396,Finance,1-49,North America,Monthly,10/13/2022,Active,18858
1397,Education,200-499,Africa,Monthly,04/28/2023,Active,12919
1398,Education,200-499,North America,Annual,05/23/2023,Active,6948
1399,Finance,200-499,Africa,Annual,06/19/2022,Active,11847
1400,Manufacturing,50-199,Asia,Annual,09/11/2022,Active,7213
1401,Healthcare,1-49,Europe,Annual,03/10/2023,Active,8427
1402,Finance,50-199,Africa,Annual,06/01/2022,Active,16332
1403,Finance,50-199,Asia,Monthly,03/08/2023,Active,12336
1404,Education,500-999,South America,Annual,07/25/2023,Active,19639
1405,Education,1-49,Asia,Monthly,04/16/2022,Active,3509
1406,Healthcare,500-999,Europe,Annual,05/29/2023,Active,4982
1407,Technology,200-499,Europe,Monthly,05/22/2022,Active,7842
1408,Manufacturing,1000+,Africa,Monthly,11/17/2022,Active,2756
1409,Finance,500-999,South America,Monthly,06/26/2023,Active,9456
1410,Technology,1-49,Asia,Monthly,11/06/2023,Active,4203
1411,Healthcare,1000+,Africa,Monthly,07/09/2023,Active,3841
1412,Finance,1-49,North America,Monthly,02/08/2022,Active,12209
1413,Education,1-49,Europe,Monthly,03/11/2022,Active,11182
1414,Manufacturing,200-499,North America,Annual,04/09/2023,Active,15997
1415,Finance,1000+,Europe,Annual,01/09/2023,Active,16236
1416,Education,1000+,Africa,Annual,12/02/2022,Active,19783
1417,Manufacturing,1000+,Asia,Annual,07/24/2022,Active,14513
1418,Finance,50-199,Europe,Annual,12/04/2023,Active,14425
1419,Education,200-499,Europe,Annual,08/09/2022,Active,6667
1420,Technology,50-199,South America,Annual,02/13/2023,Active,5521
1421,Manufacturing,1000+,Asia,Monthly,01/14/2023,Active,10886
1422,Education,200-499,North America,Annual,07/16/2022,Active,5433
1423,Education,50-199,South America,Annual,03/10/2023,Active,16511
1424,Technology,1000+,Africa,Monthly,06/06/2022,Active,12379
1425,Education,200-499,Africa,Annual,10/02/2022,Active,953
1426,Technology,1-49,Europe,Annual,11/18/2022,Active,5461
1427,Finance,1-49,Europe,Annual,06/30/2023,Active,7193
1428,Finance,1000+,Africa,Monthly,09/19/2022,Active,1814
1429,Finance,200-499,South America,Monthly,10/24/2022,Active,6821
1430,Finance,1-49,Europe,Monthly,03/24/2022,Active,9824
1431,Education,500-999,Asia,Monthly,02/14/2023,Active,19717
1432,Healthcare,1000+,Europe,Monthly,04/30/2023,Active,14525
1433,Manufacturing,1-49,Africa,Annual,07/30/2022,Active,17961
1434,Healthcare,1000+,Europe,Annual,10/25/2023,Active,10132
1435,Education,1000+,South America,Monthly,12/05/2023,Active,6093
1436,Education,200-499,Africa,Annual,06/15/2022,Active,14662
1437,Finance,1-49,Asia,Monthly,11/19/2023,Active,3936
1438,Healthcare,200-499,South America,Monthly,01/21/2023,Active,2696
1439,Manufacturing,50-199,Africa,Monthly,12/20/2022,Active,18876
1440,Education,1-49,Europe,Monthly,02/23/2022,Active,15914
1441,Technology,200-499,Africa,Annual,03/12/2022,Active,16935
1442,Healthcare,1-49,Asia,Monthly,01/19/2023,Active,18042
1443,Education,50-199,Africa,Monthly,12/01/2023,Active,4840
1444,Education,200-499,Asia,Annual,12/16/2023,Active,12505
1445,Healthcare,1000+,Europe,Annual,01/28/2022,Active,7716
1446,Manufacturing,1000+,South America,Annual,05/24/2022,Active,16490
1447,Healthcare,1000+,Africa,Annual,09/03/2022,Active,14750
1448,Technology,1000+,Europe,Annual,11/09/2022,Active,16095
1449,Technology,50-199,South America,Monthly,12/10/2022,Active,18440
1450,Education,50-199,Africa,Annual,01/28/2023,Active,9853
1451,Finance,50-199,Asia,Monthly,07/23/2023,Active,19415
1452,Technology,1000+,Asia,Annual,09/13/2022,Active,8093
1453,Finance,1000+,Africa,Annual,04/14/2022,Active,8481
1454,Technology,1-49,Europe,Monthly,11/17/2023,Active,1748
1455,Education,1000+,North America,Annual,05/12/2023,Active,19739
1456,Technology,1-49,Asia,Monthly,08/11/2022,Active,5468
1457,Education,1-49,North America,Annual,02/20/2023,Active,16535
1458,Finance,50-199,Africa,Annual,06/26/2022,Active,3658
1459,Healthcare,50-199,South America,Monthly,07/19/2022,Active,9205
1460,Technology,1-49,South America,Annual,06/01/2022,Active,7044
1461,Technology,500-999,Asia,Monthly,06/05/2022,Active,12291
1462,Education,50-199,Europe,Monthly,03/07/2023,Active,8906
1463,Finance,1000+,South America,Annual,04/26/2022,Active,547
1464,Manufacturing,50-199,North America,Monthly,02/08/2022,Active,17264
1465,Technology,500-999,Asia,Monthly,11/08/2022,Active,9900
1466,Manufacturing,50-199,South America,Monthly,10/30/2022,Active,12672
1467,Healthcare,50-199,Africa,Annual,06/13/2023,Active,10873
1468,Finance,500-999,North America,Monthly,10/27/2023,Active,7755
1469,Healthcare,1000+,Europe,Annual,10/25/2022,Active,15094
1470,Finance,50-199,Asia,Monthly,11/28/2023,Active,10993
1471,Education,500-999,North America,Monthly,06/27/2023,Active,6213
1472,Finance,1-49,Asia,Monthly,10/07/2023,Active,2756
1473,Healthcare,1-49,Europe,Monthly,12/06/2023,Active,5489
1474,Technology,1000+,South America,Annual,01/27/2023,Active,17481
1475,Education,1-49,Asia,Annual,04/02/2022,Active,15149
1476,Technology,500-999,Asia,Annual,10/17/2023,Active,16535
1477,Healthcare,500-999,Africa,Annual,07/27/2022,Active,7619
1478,Education,500-999,South America,Annual,03/10/2022,Active,9595
1479,Finance,50-199,Asia,Annual,11/30/2022,Active,9971
1480,Manufacturing,1000+,South America,Monthly,03/31/2023,Active,19041
1481,Manufacturing,50-199,North America,Annual,01/28/2023,Active,6716
1482,Healthcare,500-999,South America,Annual,08/29/2022,Active,13205
1483,Technology,50-199,Asia,Monthly,05/07/2023,Active,2798
1484,Manufacturing,50-199,Africa,Annual,09/11/2022,Active,10929
1485,Education,200-499,North America,Monthly,04/20/2023,Active,11591
1486,Manufacturing,1-49,Africa,Monthly,09/24/2023,Active,4569
1487,Technology,50-199,North America,Monthly,11/08/2022,Active,2031
1488,Education,1000+,South America,Annual,12/31/2022,Active,1706
1489,Healthcare,1000+,North America,Annual,02/02/2022,Active,3158
1490,Healthcare,1-49,Europe,Monthly,03/04/2023,Active,2038
1491,Healthcare,1000+,Africa,Annual,10/30/2022,Active,1713
1492,Manufacturing,1-49,Africa,Monthly,09/15/2023,Active,7049
1493,Education,200-499,Europe,Monthly,07/11/2022,Active,14855
1494,Finance,50-199,Asia,Annual,03/12/2023,Active,5853
1495,Finance,50-199,Africa,Annual,05/03/2023,Active,13182
1496,Healthcare,500-999,Africa,Monthly,07/11/2022,Active,5865
1497,Manufacturing,500-999,Asia,Annual,04/30/2023,Active,6656
1498,Finance,1-49,Europe,Annual,12/15/2022,Active,17188
1499,Manufacturing,200-499,Europe,Annual,03/12/2023,Active,11491
1500,Manufacturing,1000+,South America,Monthly,09/11/2022,Active,18462
1501,Education,200-499,Africa,Monthly,10/11/2022,Active,10452
1502,Manufacturing,1000+,Europe,Monthly,02/13/2022,Active,15746
1503,Healthcare,200-499,South America,Monthly,12/20/2022,Active,19506
1504,Manufacturing,50-199,South America,Monthly,08/01/2022,Active,7696
1505,Healthcare,200-499,North America,Monthly,04/01/2022,Active,10629
1506,Finance,200-499,South America,Annual,09/11/2022,Active,1380
1507,Education,200-499,Asia,Monthly,06/29/2022,Active,1086
1508,Finance,200-499,North America,Annual,04/10/2022,Active,16944
1509,Technology,500-999,Asia,Monthly,05/11/2022,Active,13219
1510,Finance,1-49,North America,Monthly,03/06/2022,Active,4854
1511,Manufacturing,500-999,Africa,Monthly,09/26/2022,Active,9438
1512,Technology,50-199,South America,Annual,11/25/2022,Active,19265
1513,Finance,1-49,South America,Monthly,09/05/2022,Active,10446
1514,Manufacturing,1000+,North America,Annual,07/29/2022,Active,16716
1515,Technology,50-199,South America,Monthly,02/28/2023,Active,16478
1516,Healthcare,1-49,Europe,Annual,12/07/2023,Active,13608
1517,Finance,1000+,North America,Annual,12/27/2022,Active,3119
1518,Education,200-499,North America,Annual,06/19/2022,Active,8017
1519,Technology,1-49,Asia,Annual,09/15/2023,Active,17314
1520,Education,50-199,Europe,Annual,02/11/2023,Active,16690
1521,Technology,1000+,Asia,Monthly,01/27/2023,Active,15099
1522,Technology,50-199,Europe,Monthly,01/14/2023,Active,3069
1523,Technology,500-999,South America,Annual,11/09/2022,Active,7653
1524,Manufacturing,200-499,North America,Annual,09/30/2022,Active,18312
1525,Finance,1000+,Asia,Annual,06/28/2023,Active,16308
1526,Technology,500-999,South America,Monthly,08/20/2023,Active,7868
1527,Technology,1000+,South America,Monthly,03/13/2023,Active,19113
1528,Finance,1-49,South America,Monthly,04/19/2023,Active,11150
1529,Education,50-199,Africa,Monthly,10/15/2023,Active,12308
1530,Manufacturing,500-999,Europe,Monthly,02/17/2023,Active,4906
1531,Manufacturing,1-49,Europe,Annual,04/26/2022,Active,11885
1532,Education,50-199,Asia,Annual,04/07/2023,Active,9134
1533,Education,50-199,Africa,Monthly,01/25/2023,Active,7732
1534,Technology,1000+,Europe,Annual,07/31/2023,Active,13553
1535,Education,50-199,Africa,Annual,02/25/2022,Active,17840
1536,Manufacturing,200-499,North America,Monthly,12/22/2022,Active,1801
1537,Healthcare,1000+,South America,Monthly,05/23/2022,Active,5051
1538,Education,1000+,South America,Monthly,06/30/2023,Active,16777
1539,Technology,200-499,Asia,Annual,09/24/2023,Active,16514
1540,Finance,1-49,North America,Annual,01/07/2022,Active,7429
1541,Technology,1000+,North America,Monthly,12/21/2023,Active,17517
1542,Education,200-499,Europe,Annual,09/23/2022,Active,13751
1543,Manufacturing,1000+,Europe,Monthly,07/16/2023,Active,9587
1544,Finance,500-999,North America,Annual,08/17/2022,Active,17267
1545,Technology,1-49,Africa,Monthly,02/02/2023,Active,10131
1546,Healthcare,200-499,Asia,Monthly,03/06/2023,Active,6028
1547,Healthcare,1-49,Asia,Monthly,04/07/2022,Active,19558
1548,Manufacturing,500-999,South America,Annual,01/03/2022,Active,11852
1549,Healthcare,1-49,South America,Monthly,12/06/2023,Active,7835
1550,Manufacturing,1-49,Europe,Annual,02/19/2023,Active,18965
1551,Technology,500-999,North America,Monthly,06/12/2023,Active,13701
1552,Manufacturing,1-49,Europe,Annual,07/08/2023,Active,9613
1553,Technology,1000+,South America,Annual,12/22/2022,Active,18976
1554,Finance,1-49,Asia,Monthly,03/07/2022,Active,694
1555,Education,1-49,South America,Monthly,03/15/2022,Active,13862
1556,Healthcare,500-999,North America,Monthly,11/09/2023,Active,15953
1557,Healthcare,1000+,North America,Annual,02/04/2022,Active,16316
1558,Manufacturing,200-499,Africa,Annual,04/30/2022,Active,3907
1559,Technology,50-199,North America,Annual,05/26/2023,Active,10582
1560,Finance,200-499,Africa,Annual,12/10/2022,Active,10796
1561,Healthcare,1-49,North America,Monthly,11/11/2022,Active,4890
1562,Finance,50-199,Africa,Annual,01/22/2023,Active,5386
1563,Education,1-49,South America,Annual,04/16/2022,Active,7906
1564,Technology,1000+,Africa,Monthly,12/24/2022,Active,8816
1565,Education,200-499,Africa,Monthly,10/21/2023,Active,10801
1566,Finance,200-499,South America,Monthly,06/15/2023,Active,3289
1567,Healthcare,1000+,North America,Monthly,06/27/2022,Active,18624
1568,Finance,500-999,Africa,Monthly,01/22/2022,Active,16364
1569,Technology,200-499,Africa,Annual,12/13/2023,Active,8807
1570,Healthcare,1000+,North America,Annual,03/28/2022,Active,13397
1571,Healthcare,200-499,North America,Monthly,04/19/2022,Active,5430
